"ENTREZID","SYMBOL","GENENAME","X1.RD.dux4_no.dox_16hr_expt11.bam","X2.RD.dux4_with.dox_16hr_expt11.bam","X3.RD.dux4_no.dox_16hr_expt14.bam","X4.RD.dux4_with.dox_16hr_expt14.bam","X5.RD.dux4_no.dox_18hr_expt16.bam","X6.RD.dux4_with.dox_18hr_expt16.bam"
57234,"LINC00869","long intergenic non-protein coding RNA 869",144,70,132,66,144,72
60685,"ZFAND3","zinc finger AN1-type containing 3",1419,563,1365,560,1371,662
2968,"GTF2H4","general transcription factor IIH subunit 4",49,32,46,29,70,34
145581,"LRFN5","leucine rich repeat and fibronectin type III domain containing 5",88,10,118,26,155,41
348303,"SELV","selenoprotein V",10,0,11,1,16,2
4515,"MTCP1","mature T-cell proliferation 1",43,23,45,21,30,30
3795,"KHK","ketohexokinase",28,18,44,27,41,26
169522,"KCNV2","potassium voltage-gated channel modifier subfamily V member 2",0,4,2,3,4,4
1396,"CRIP1","cysteine rich protein 1",4,8,0,2,5,5
11316,"COPE","coatomer protein complex subunit epsilon",1871,728,1744,766,2033,899
54811,"ZNF562","zinc finger protein 562",1393,445,1549,424,1697,576
10906,"TRAFD1","TRAF-type zinc finger domain containing 1",891,321,778,369,883,432
23244,"PDS5A","PDS5 cohesin associated factor A",3706,1117,3764,1190,3831,1393
23251,"KIAA1024","KIAA1024",14,12,21,16,15,10
375743,"PTAR1","protein prenyltransferase alpha subunit repeat containing 1",1996,908,2415,1063,2148,968
4901,"NRL","neural retina leucine zipper",15,3,23,2,19,2
5294,"PIK3CG","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",3,9,2,1,3,3
374462,"PTPRQ","protein tyrosine phosphatase, receptor type Q",109,27,120,21,183,48
80031,"SEMA6D","semaphorin 6D",10,2,5,0,22,0
4701,"NDUFA7","NADH:ubiquinone oxidoreductase subunit A7",615,163,621,189,589,202
92106,"OXNAD1","oxidoreductase NAD-binding domain containing 1",266,134,310,131,310,146
10144,"FAM13A","family with sequence similarity 13 member A",1231,520,1394,544,1350,650
6100,"RP9","retinitis pigmentosa 9 (autosomal dominant)",346,161,357,145,359,179
284254,"DYNAP","dynactin associated protein",12,4,3,7,5,12
5436,"POLR2G","polymerase (RNA) II subunit G",953,251,963,305,1067,373
30819,"KCNIP2","potassium voltage-gated channel interacting protein 2",19,11,26,18,18,16
79979,"TRMT2B","tRNA methyltransferase 2 homolog B",260,69,282,90,310,81
10345,"TRDN","triadin",0,1,3,7,2,3
157506,"RDH10","retinol dehydrogenase 10 (all-trans)",1805,745,2276,1019,2352,1187
286077,"FAM83H","family with sequence similarity 83 member H",43,10,92,12,54,15
254251,"LCORL","ligand dependent nuclear receptor corepressor like",313,132,347,211,345,152
4638,"MYLK","myosin light chain kinase",266,62,269,86,336,97
285596,"FAM153A","family with sequence similarity 153 member A",241,60,357,76,353,117
1813,"DRD2","dopamine receptor D2",13,1,7,1,17,1
5558,"PRIM2","primase (DNA) subunit 2",1212,514,1133,480,1271,568
345462,"ZNF879","zinc finger protein 879",39,11,42,7,49,6
5607,"MAP2K5","mitogen-activated protein kinase kinase 5",242,47,209,79,271,67
7169,"TPM2","tropomyosin 2 (beta)",9338,3488,8776,4140,9265,4050
2825,"GPR1","G protein-coupled receptor 1",3,3,0,4,1,2
85478,"CCDC65","coiled-coil domain containing 65",21,23,45,30,37,17
23704,"KCNE4","potassium voltage-gated channel subfamily E regulatory subunit 4",0,2,2,1,2,7
26011,"TENM4","teneurin transmembrane protein 4",22,4,29,4,50,8
79752,"ZFAND1","zinc finger AN1-type containing 1",632,172,572,159,614,219
10200,"MPHOSPH6","M-phase phosphoprotein 6",596,268,623,258,712,327
26013,"L3MBTL1","l(3)mbt-like 1 (Drosophila)",1,1,3,5,1,4
9557,"CHD1L","chromodomain helicase DNA binding protein 1-like",1921,593,1969,620,2140,737
10882,"C1QL1","complement component 1, q subcomponent-like 1",50,6,71,5,63,23
3603,"IL16","interleukin 16",2,3,1,4,4,4
2534,"FYN","FYN proto-oncogene, Src family tyrosine kinase",2161,623,1845,492,2346,776
257062,"CATSPERD","cation channel sperm associated auxiliary subunit delta",0,5,1,4,2,0
5162,"PDHB","pyruvate dehydrogenase (lipoamide) beta",1378,571,1494,586,1550,732
100652853,"LINC01023","long intergenic non-protein coding RNA 1023",12,11,8,7,10,8
55536,"CDCA7L","cell division cycle associated 7 like",953,274,1112,320,1148,398
2355,"FOSL2","FOS like antigen 2",1043,453,725,332,853,483
389170,"LEKR1","leucine, glutamate and lysine rich 1",5,4,5,8,7,6
4485,"MST1","macrophage stimulating 1",161,47,210,51,167,36
284352,"PPP1R37","protein phosphatase 1 regulatory subunit 37",933,258,854,264,1015,348
1072,"CFL1","cofilin 1",14516,6283,11969,5015,14001,6841
26267,"FBXO10","F-box protein 10",1808,346,2329,720,1801,497
55342,"STRBP","spermatid perinuclear RNA binding protein",1347,411,1595,407,1488,555
7378,"UPP1","uridine phosphorylase 1",779,361,471,247,703,379
339229,"OXLD1","oxidoreductase-like domain containing 1",195,44,187,44,193,69
124637,"CYB5D1","cytochrome b5 domain containing 1",929,251,858,221,998,362
4920,"ROR2","receptor tyrosine kinase-like orphan receptor 2",4,4,7,6,2,6
22953,"P2RX2","purinergic receptor P2X 2",6,6,1,5,3,3
56996,"SLC12A9","solute carrier family 12 member 9",1012,413,852,466,1170,478
79814,"AGMAT","agmatinase",4,6,1,5,4,2
9867,"PJA2","praja ring finger ubiquitin ligase 2",2531,1102,2866,1232,2529,1166
3939,"LDHA","lactate dehydrogenase A",22678,9666,18330,7762,21301,10544
56262,"LRRC8A","leucine-rich repeat containing 8 family member A",2357,903,2136,987,2526,1085
253190,"SERHL2","serine hydrolase-like 2",120,71,158,82,174,75
642968,"FAM163B","family with sequence similarity 163 member B",6,1,10,0,8,0
2054,"STX2","syntaxin 2",649,194,624,195,704,218
728747,"ANKRD20A4","ankyrin repeat domain 20 family member A4",37,34,81,29,44,40
54757,"FAM20A","family with sequence similarity 20 member A",0,3,4,5,4,5
474381,"H2AFB2","H2A histone family member B2",1,0,9,0,10,0
100506686,"IQCH-AS1","IQCH antisense RNA 1",28,2,44,9,27,4
3679,"ITGA7","integrin subunit alpha 7",1626,673,2390,1577,1530,849
54893,"MTMR10","myotubularin related protein 10",459,120,520,146,458,160
144321,"GLIPR1L2","GLI pathogenesis-related 1 like 2",1,4,2,3,2,2
54455,"FBXO42","F-box protein 42",647,269,693,340,695,305
79072,"FASTKD3","FAST kinase domains 3",332,166,302,142,342,149
84793,"FOXD2-AS1","FOXD2 antisense RNA 1 (head to head)",173,67,182,79,139,107
10777,"ARPP21","cAMP regulated phosphoprotein 21kDa",241,230,849,882,351,384
64901,"RANBP17","RAN binding protein 17",77,40,79,37,89,53
5932,"RBBP8","retinoblastoma binding protein 8",1446,604,1470,621,1672,722
3013,"HIST1H2AD","histone cluster 1, H2ad",5,6,7,4,3,7
140691,"TRIM69","tripartite motif containing 69",6,0,5,0,6,0
401474,"SAMD12","sterile alpha motif domain containing 12",148,34,94,20,129,33
100131193,"CCDC183-AS1","CCDC183 antisense RNA 1",59,18,83,12,72,17
283742,"FAM98B","family with sequence similarity 98 member B",1916,768,2070,813,1987,955
339448,"C1orf174","chromosome 1 open reading frame 174",969,271,835,246,1056,350
51621,"KLF13","Kruppel-like factor 13",883,348,999,449,1034,493
64175,"P3H1","prolyl 3-hydroxylase 1",2795,798,2685,840,2804,1051
51127,"TRIM17","tripartite motif containing 17",11,1,11,1,13,1
6199,"RPS6KB2","ribosomal protein S6 kinase B2",937,248,844,283,1048,344
498,"ATP5A1","ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle",13984,5601,14349,5736,13901,6354
6257,"RXRB","retinoid X receptor beta",992,399,969,410,936,452
80216,"ALPK1","alpha kinase 1",55,27,37,36,53,24
80352,"RNF39","ring finger protein 39",29,32,20,14,30,12
100287216,"SH3RF3-AS1","SH3RF3 antisense RNA 1",62,6,45,9,48,16
51276,"ZNF571","zinc finger protein 571",78,19,104,18,91,28
145389,"SLC38A6","solute carrier family 38 member 6",895,274,916,256,995,345
10629,"TAF6L","TATA-box binding protein associated factor 6 like",553,142,527,143,571,212
64772,"ENGASE","endo-beta-N-acetylglucosaminidase",342,65,387,125,354,103
10141,"LINC01587","long intergenic non-protein coding RNA 1587",2,2,1,1,1,6
100133991,"MAP3K14-AS1","MAP3K14 antisense RNA 1",10,1,9,0,5,0
100128494,"LOC100128494","uncharacterized LOC100128494",27,18,26,22,27,13
55872,"PBK","PDZ binding kinase",1503,484,1483,343,1496,492
100528062,"ARMCX5-GPRASP2","ARMCX5-GPRASP2 readthrough",5,0,11,1,8,0
390874,"ONECUT3","one cut homeobox 3",3,2,0,2,0,5
4190,"MDH1","malate dehydrogenase 1",3219,1253,3415,1361,3486,1609
100128890,"FAM66B","family with sequence similarity 66 member B",9,2,5,9,7,12
26123,"TCTN3","tectonic family member 3",1252,393,1256,346,1423,483
22824,"HSPA4L","heat shock protein family A (Hsp70) member 4 like",465,230,806,517,519,273
55662,"HIF1AN","hypoxia inducible factor 1 alpha subunit inhibitor",3096,778,3333,1078,3085,1082
84107,"ZIC4","Zic family member 4",46,5,64,12,50,15
100129917,"LOC100129917","uncharacterized LOC100129917",45,14,44,38,30,28
6029,"RN7SL1","RNA, 7SL, cytoplasmic 1",738,776,755,746,59,578
10566,"AKAP3","A-kinase anchoring protein 3",27,6,39,3,26,6
4698,"NDUFA5","NADH:ubiquinone oxidoreductase subunit A5",1673,698,1603,651,1669,770
348093,"RBPMS2","RNA binding protein with multiple splicing 2",21,2,14,1,28,5
642361,"LOC642361","uncharacterized LOC642361",106,72,119,70,133,48
7163,"TPD52","tumor protein D52",830,355,999,512,1005,439
83744,"ZNF484","zinc finger protein 484",299,91,443,101,344,108
5073,"PARN","poly(A)-specific ribonuclease",1310,540,1162,527,1433,623
10093,"ARPC4","actin related protein 2/3 complex subunit 4",1133,285,869,267,1132,384
55634,"KRBOX4","KRAB box domain containing 4",357,106,346,89,428,132
84366,"PRAC1","prostate cancer susceptibility candidate 1",39,8,33,8,47,6
9731,"CEP104","centrosomal protein 104kDa",923,246,1123,326,955,326
10204,"NUTF2","nuclear transport factor 2",2753,811,2888,901,2900,1069
25759,"SHC2","SHC (Src homology 2 domain containing) transforming protein 2",94,44,74,63,143,65
3169,"FOXA1","forkhead box A1",9,7,15,14,14,10
2819,"GPD1","glycerol-3-phosphate dehydrogenase 1",3,4,13,26,12,4
241,"ALOX5AP","arachidonate 5-lipoxygenase activating protein",24,2,16,1,12,3
57732,"ZFYVE28","zinc finger FYVE-type containing 28",10,6,8,9,11,10
9537,"TP53I11","tumor protein p53 inducible protein 11",23,1,22,6,37,5
441733,"PRKXP1","protein kinase, X-linked, pseudogene 1",71,16,100,22,96,25
100128731,"OST4","oligosaccharyltransferase complex subunit 4, non-catalytic",1139,328,1057,272,1185,426
2731,"GLDC","glycine dehydrogenase (decarboxylating)",99,23,96,28,109,24
4048,"LTA4H","leukotriene A4 hydrolase",2401,980,2592,1095,2606,1139
10281,"DSCR4","Down syndrome critical region 4",128,63,126,63,126,63
83700,"JAM3","junctional adhesion molecule 3",8396,2069,10398,3116,8730,3015
101928118,"LOC101928118","uncharacterized LOC101928118",1,2,1,2,1,3
442590,"SPDYE5","speedy/RINGO cell cycle regulator family member E5",52,54,136,68,50,39
79774,"GRTP1","growth hormone regulated TBC protein 1",62,30,51,40,77,36
9766,"SUSD6","sushi domain containing 6",703,233,965,222,726,224
100873165,"SRGAP2-AS1","SRGAP2 antisense RNA 1",2,5,5,12,3,0
79078,"C1orf50","chromosome 1 open reading frame 50",278,65,262,66,236,88
138241,"C9orf85","chromosome 9 open reading frame 85",203,81,185,101,231,113
84677,"DSCR8","Down syndrome critical region 8",243,60,208,60,229,71
145773,"FAM81A","family with sequence similarity 81 member A",29,5,18,1,25,4
93611,"FBXO44","F-box protein 44",119,53,110,68,143,66
2253,"FGF8","fibroblast growth factor 8",6,4,4,9,7,5
84864,"MINA","MYC induced nuclear antigen",614,173,619,165,567,207
56139,"PCDHA10","protocadherin alpha 10",31,19,30,16,44,32
37,"ACADVL","acyl-CoA dehydrogenase, very long chain",2852,1181,2033,1055,2677,1205
4722,"NDUFS3","NADH:ubiquinone oxidoreductase core subunit S3",1594,480,1623,509,1669,588
53358,"SHC3","SHC (Src homology 2 domain containing) transforming protein 3",25,5,14,1,31,3
81553,"FAM49A","family with sequence similarity 49 member A",5,3,3,7,6,6
9200,"HACD1","3-hydroxyacyl-CoA dehydratase 1",0,1,3,7,4,5
3203,"HOXA6","homeobox A6",14,2,19,2,28,4
25937,"WWTR1","WW domain containing transcription regulator 1",6191,1453,6704,2264,6290,2028
90317,"ZNF616","zinc finger protein 616",498,126,481,105,520,199
80704,"SLC19A3","solute carrier family 19 member 3",4,7,3,4,6,4
653075,"GOLGA8T","golgin A8 family member T",2,2,1,3,1,3
101927797,"MIR548XHG","MIR548X host gene",5,4,4,6,7,7
7049,"TGFBR3","transforming growth factor beta receptor III",417,125,387,88,545,159
79933,"SYNPO2L","synaptopodin 2 like",214,20,279,92,307,61
23233,"EXOC6B","exocyst complex component 6B",709,207,806,189,755,289
493754,"GS1-124K5.11","RAB guanine nucleotide exchange factor (GEF) 1 pseudogene",165,70,175,86,174,91
112611,"RWDD2A","RWD domain containing 2A",115,21,102,33,112,28
9050,"PSTPIP2","proline-serine-threonine phosphatase interacting protein 2",104,23,58,9,99,22
29775,"CARD10","caspase recruitment domain family member 10",217,42,120,24,220,63
147798,"TMC4","transmembrane channel like 4",4,5,6,7,9,7
201176,"ARHGAP27","Rho GTPase activating protein 27",10,14,12,6,13,9
78994,"PRR14","proline rich 14",416,142,278,160,344,201
170393,"C10orf91","chromosome 10 open reading frame 91",44,25,32,27,61,30
55850,"USE1","unconventional SNARE in the ER 1 homolog (S. cerevisiae)",491,149,455,127,494,151
148362,"BROX","BRO1 domain and CAAX motif containing",1196,374,1203,373,1310,434
5599,"MAPK8","mitogen-activated protein kinase 8",571,289,588,271,713,281
104355295,"SGMS1-AS1","SGMS1 antisense RNA 1",20,1,36,6,30,6
55775,"TDP1","tyrosyl-DNA phosphodiesterase 1",816,213,824,258,900,320
104909134,"MGC57346-CRHR1","MGC57346-CRHR1 readthrough",18,3,25,3,17,2
55174,"INTS10","integrator complex subunit 10",2577,1004,2490,1031,2540,1162
79657,"RPAP3","RNA polymerase II associated protein 3",1856,705,1672,751,1798,813
7903,"ST8SIA4","ST8 alpha-N-acetylneuraminate alpha-2,8-sialyltransferase 4",1869,472,1562,562,2004,658
11213,"IRAK3","interleukin 1 receptor associated kinase 3",45,8,109,16,81,23
132851,"SPATA4","spermatogenesis associated 4",0,2,1,2,1,2
80731,"THSD7B","thrombospondin type 1 domain containing 7B",0,2,1,2,1,2
283991,"UBALD2","UBA like domain containing 2",287,63,232,63,279,98
414060,"TBC1D3C","TBC1 domain family member 3C",1,2,0,2,1,2
118429,"ANTXR2","anthrax toxin receptor 2",2069,503,1596,562,1821,620
57462,"KIAA1161","KIAA1161",1326,146,2080,488,1447,274
9765,"ZFYVE16","zinc finger FYVE-type containing 16",1362,364,1497,514,1627,490
8505,"PARG","poly(ADP-ribose) glycohydrolase",656,219,738,205,758,232
284837,"AATBC","apoptosis associated transcript in bladder cancer",10,10,24,18,23,15
1522,"CTSZ","cathepsin Z",5,6,10,15,5,2
261734,"NPHP4","nephronophthisis 4",363,82,292,97,376,119
1613,"DAPK3","death-associated protein kinase 3",1437,385,1199,378,1405,496
231,"AKR1B1","aldo-keto reductase family 1, member B1 (aldose reductase)",5608,1626,6998,1993,5609,1880
90576,"ZNF799","zinc finger protein 799",186,83,208,114,210,95
5315,"PKM","pyruvate kinase, muscle",38286,15894,28727,12747,36785,18627
100507034,"PITRM1-AS1","PITRM1 antisense RNA 1",5,7,6,6,10,7
57380,"MRS2","MRS2, magnesium transporter",1201,517,1278,492,1302,608
115727,"RASGRP4","RAS guanyl releasing protein 4",0,3,4,3,1,4
23552,"CDK20","cyclin-dependent kinase 20",388,145,317,168,414,203
7643,"ZNF90","zinc finger protein 90",597,295,599,231,725,357
79134,"TMEM185B","transmembrane protein 185B",653,248,592,278,639,300
101929591,"KIZ-AS1","KIZ antisense RNA 1",2,4,1,4,2,1
51667,"NUB1","negative regulator of ubiquitin-like proteins 1",1157,464,958,436,1204,563
55311,"ZNF444","zinc finger protein 444",624,176,628,156,654,244
715,"C1R","complement C1r subcomponent",59,6,48,15,76,17
1318,"SLC31A2","solute carrier family 31 member 2",113,23,97,24,90,27
10486,"CAP2","CAP, adenylate cyclase-associated protein, 2 (yeast)",2380,516,3386,1012,2518,654
2294,"FOXF1","forkhead box F1",3,5,0,0,1,6
5833,"PCYT2","phosphate cytidylyltransferase 2, ethanolamine",488,181,485,245,463,229
100874214,"TM4SF19-AS1","TM4SF19 antisense RNA 1",14,11,9,5,14,15
100507002,"LOC100507002","uncharacterized LOC100507002",30,2,10,1,19,4
2822,"GPLD1","glycosylphosphatidylinositol specific phospholipase D1",7,8,7,8,9,5
55031,"USP47","ubiquitin specific peptidase 47",2080,854,2370,1098,2330,1018
100507203,"SMLR1","small leucine-rich protein 1",2,1,2,5,0,3
100131213,"ZNF503-AS2","ZNF503 antisense RNA 2",19,2,20,3,19,3
286097,"MICU3","mitochondrial calcium uptake family member 3",285,84,302,79,326,104
25911,"DPCD","deleted in primary ciliary dyskinesia homolog (mouse)",717,187,587,161,689,245
200765,"TIGD1","tigger transposable element derived 1",268,114,319,128,280,165
84886,"C1orf198","chromosome 1 open reading frame 198",1039,228,1625,441,1363,424
314,"AOC2","amine oxidase, copper containing 2",59,42,66,38,65,27
5910,"RAP1GDS1","Rap1 GTPase-GDP dissociation stimulator 1",1269,508,1210,489,1255,600
5264,"PHYH","phytanoyl-CoA 2-hydroxylase",174,43,182,43,223,71
79091,"METTL22","methyltransferase like 22",494,182,464,261,486,223
11221,"DUSP10","dual specificity phosphatase 10",360,97,285,78,408,120
2157,"F8","coagulation factor VIII",43,2,56,16,46,6
400643,"LINC00668","long intergenic non-protein coding RNA 668",3,2,14,11,10,18
100505812,"CARD8-AS1","CARD8 antisense RNA 1",27,5,24,4,38,6
23522,"KAT6B","lysine acetyltransferase 6B",969,465,1253,529,1050,492
267002,"PGBD2","piggyBac transposable element derived 2",271,70,277,58,229,88
4300,"MLLT3","myeloid/lymphoid or mixed-lineage leukemia; translocated to, 3",17,10,14,13,10,9
151742,"PPM1L","protein phosphatase, Mg2+/Mn2+ dependent 1L",891,173,1738,448,1131,277
9912,"ARHGAP44","Rho GTPase activating protein 44",124,27,115,17,131,46
25830,"SULT4A1","sulfotransferase family 4A member 1",125,73,148,54,145,83
23705,"CADM1","cell adhesion molecule 1",1298,631,963,403,1142,609
1949,"EFNB3","ephrin-B3",266,102,245,126,314,161
28989,"NTMT1","N-terminal Xaa-Pro-Lys N-methyltransferase 1",980,269,917,249,961,366
139728,"PNCK","pregnancy up-regulated nonubiquitous CaM kinase",5,3,4,4,2,7
100507437,"LOC100507437","uncharacterized LOC100507437",42,9,63,17,82,12
26148,"C10orf12","chromosome 10 open reading frame 12",217,123,287,110,259,130
27198,"HCAR1","hydroxycarboxylic acid receptor 1",1,6,0,2,3,1
360205,"PRAC2","prostate cancer susceptibility candidate 2",28,3,39,9,40,7
25961,"NUDT13","nudix hydrolase 13",43,25,57,36,50,26
6518,"SLC2A5","solute carrier family 2 member 5",0,2,1,3,1,1
7080,"NKX2-1","NK2 homeobox 1",0,2,1,3,1,1
4308,"TRPM1","transient receptor potential cation channel subfamily M member 1",1,2,0,3,1,1
85406,"DNAJC14","DnaJ heat shock protein family (Hsp40) member C14",1192,325,1073,343,1090,382
79155,"TNIP2","TNFAIP3 interacting protein 2",686,263,634,266,668,343
83734,"ATG10","autophagy related 10",164,51,203,41,184,57
171392,"ZNF675","zinc finger protein 675",380,116,409,104,477,153
2074,"ERCC6","excision repair cross-complementation group 6",252,55,284,97,273,52
729288,"ZNF286B","zinc finger protein 286B",702,340,862,323,883,426
3053,"SERPIND1","serpin peptidase inhibitor, clade D (heparin cofactor), member 1",0,4,4,2,0,4
126626,"GABPB2","GA binding protein transcription factor beta subunit 2",209,58,228,65,239,69
5973,"RENBP","renin binding protein",0,4,0,0,1,2
1271,"CNTFR","ciliary neurotrophic factor receptor",330,58,377,104,537,158
7753,"ZNF202","zinc finger protein 202",811,240,912,242,841,314
100129716,"ARRDC3-AS1","ARRDC3 antisense RNA 1",5,5,6,8,10,7
84444,"DOT1L","DOT1 like histone H3K79 methyltransferase",3800,1523,4051,1674,3970,1762
374393,"FAM111B","family with sequence similarity 111 member B",736,184,953,253,782,292
317772,"HIST2H2AB","histone cluster 2, H2ab",1,3,1,2,0,1
257106,"ARHGAP30","Rho GTPase activating protein 30",4,7,5,3,7,7
9048,"ARTN","artemin",115,22,60,19,81,12
145553,"MDP1","magnesium-dependent phosphatase 1",46,9,49,11,43,8
10622,"POLR3G","polymerase (RNA) III subunit G",451,250,293,112,412,276
